"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"PDA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84492";26.438791;81.60969775;"PDA";100
"DO RIGHT VENTRICULAR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55070";38.73037;71.1825925;"Right Ventricular Dysfunction";82
"FLOW RECONSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25351";45.405853;75.10146325;"Reconstruction";85
"REPLACEMENT ASCENDING AORTA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32151";43.86283;69.46570750000001;"Ascending Aorta Branch";78
"LEG WEAKNESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122984";37.745964;71.686491;"Have Leg Weakness";83
"CAROTID DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84619";30.147923;75.03698075;"Caroli Disease";90
"THORACO AAA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3406";26.729643;49.43241075;"Thoracic Neoplasm";57
"RIGHT KIDNEY MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34005";34.869076;70.967269;"Right Kidney";83
"PLASMA CELL LEUKEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3180";45.610886;86.4027215;"Plasma Cell Leukemia";100
"PNEUMNOIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";23.864761;72.71619025;"Pneumonia";89
"LEFT MAIN STEM OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99126";30.978409;49.74460225;"Left Ventricular Outflow Tract Obstruction";56
"BENTAL PROCEDURE WITH HOMOGRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102700";31.597637;49.14940925;"Procedure Domain";55
"RIGHT LUNG TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33483";37.270256;67.067564;"LUNG, RIGHT";77
"L BASAL GANGLIA BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23381";49.976288;69.494072;"Basal Ganglia";76
"T SPINE FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;56.86375325;"FRACTURE";67
"BILATERAL BREAST CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C8287";527.30774;199.326935;"Bilateral Breast Cancer";90
"LEFT SHOULDER AC DISTRUPTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26348";30.593803;44.39845075;"Left-Right Determination Factor 1";49
"LEFT SHOULDER AC RECONSTRUCTION AUTOHAMSTRING ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168689";40.614746;52.9036865;"Lymphatic Reconstructive Surgery";57
"ALLOGRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60701";30.204666;82.5511665;"Allograft";100
"OVARIAN HYPER STIMULATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C94506";22.86369;56.7159225;"Skin Stimulation";68
"MINIMALLY INVASIVE REPAIR ATRIAL SEPTAL DEFECT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84473";68.9769;62.994225;"ATRIAL SEPTAL DEFECT";61
"NON SUSTAINED VENTRICULAR TACHYCARDIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71053";89.25583;97.3139575;"NON-SUSTAINED VENTRICULAR TACHYCARDIA";100
"PNEUMOCYSTIS PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3334";56.9717;89.242925;"Pneumocystis Pneumonia";100
"RIGHT LEG ARTERIAL INSUFFENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122942";37.9449;54.486225;"Leg Fatigue Right Now";60
"CLOTTED AV FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C36192";43.02314;64.005785;"AV Fistula";71
"O BACTEREMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143206";30.249275;75.81231875;"Bacteremia";91
"AIR IN PLEURAL SPACE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12840";36.01063;68.2526575;"Pleural Space";79
"THROAT HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50579";27.058256;59.264564;"HEMATOMA";70
"AV GRAFT THROMBECTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52003";39.665974;64.6664935;"Thrombectomy";73
"RIGHT PLEURAL EFFUSION CIRRHOSIS PHT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";43.0233;57.255825;"Pleural Effusion";62
"LARGE BOWEL OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9175";35.10656;72.52664;"Bowel Obstruction";85
"STATUS POST PULSELESS ELECTRICAL ACTIVITY ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50542";38.474136;65.868534;"Pulseless Electrical Activity";75
"FRONTAL ICH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C161325";29.035488;65.758872;"FRONTAL";78
"INCREASED INR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143590";54.80645;88.7016125;"INR Increased";100
"LEFT ANKLE ARTHRITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2883";27.594242;53.3985605;"Arthritis";62
"LEFT SUB TALAR ARTHRITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26699";26.992985;55.49824625;"Bacterial Arthritis";65
"RIGHT ANKLE INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100605";29.779034;59.9447585;"MNSI - Right Foot Infection";70
"ROOT ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26686";29.697996;62.924499;"ABSCESS";74
"BENTAL PROCEDURE REDO ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154626";34.228333;55.80708325;"Procedure Code";63
"DEHISCENT AVR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50527";26.02972;59.00743;"Dehiscence";70
"RIGHT STUMP GANGRENE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50573";31.081373;50.520343249999996;"Gangrene";57
"GANGRENOUS RIGHT LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122942";37.9449;56.736225;"Leg Fatigue Right Now";63
"TRIGEMINAL NEURALGIA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12806";37.005753;67.75143825;"NERVE, TRIGEMINAL";78
"FOREIGN BODY ASPIRATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34620";41.8814;62.220349999999996;"Foreign Body";69
"ABNORMAL STRESS TEST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C92836";35.779045;68.94476125;"Non-Stress Test";80
"DESCENDING THORACIC AORTIC ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27318";61.46453;82.1161325;"Dissecting Thoracic Aortic Aneurysm";89
"REANL ANGIOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114864";33.601715;66.90042875;"Traditional Angiogram";78
"RENAL STENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26807";24.170681;67.54267025;"Renal Stone";82
"RECURRENT MENINGIOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5312";44.41453;86.1036325;"Recurrent Meningioma";100
"TOOTH ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35475";44.42761;86.1069025;"Tooth Abscess";100
"PACE MAKER REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53610";28.221033;57.30525825;"REPLACEMENT";67
"INTRACRANIAL HEMMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143596";44.120102;84.5300255;"Intracranial Hemorrhage";98
"GANGRENE RIGHT SECOND TOE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102347";36.692276;52.673069;"SECOND RIGHT POSTEROLATERAL ARTERY";58
"STATUS POST SHUNT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;67.444996;"Status Post";79
"CONGENITAL HEART DEFECT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84482";53.491512;77.122878;"Congenital Septal Defect";85
"PULMONARY INFILTRATES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102531";42.099495;84.02487375;"Pulmonary Infiltrate";98
"CEREBRAL HEMORRAHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12351";39.86386;63.965965;"Cerebral Hemisphere";72
"RIGHT INTERNAL CAPSULE HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23984";45.52089;62.3802225;"Murine Internal Capsule";68
"PLEURAL EFFUSION AND RIGHT NODE NODULE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";43.0233;60.255825;"Pleural effusion, NOS";66
"RIGHT FRONTAL LOBE TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5572";57.388206;78.84705149999999;"Frontal Lobe Tumor";86
"ACUTE CEREBRAL VASCULAR ACCIDENT VS SEIZURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2962";46.748814;40.9372035;"Convulsion/Seizure";39
"THORACO ABDOMINAL ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27000";43.707035;75.42675875;"Abdominal Aortic Aneurysm";86
"TEMPORAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23288";29.080763;68.02019075;"Temporal Lobe";81
"PULMONARY VASCULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C117325";29.512447;59.87811175;"Umbilical Vasculitis";70
"VENTURAL HERIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118313";33.850304;78.212576;"Ventral Hernia";93
"STATUS POST EPILEPTICUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C85079";44.10238;77.025595;"Status Epilepticus";88
"RULE OUT MEAINGITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C49698";32.245045;41.06126125;"STOPRULE";44
"MITRAL REGURGETATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50852";45.735992;82.683998;"Mitral Regurgitation";95
"HEART PORT MINMALLY INVASIVE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157922";56.900055;76.47501375;"Minimally Invasive Heart Surgery";83
"CLOTTED LEFT UPPER ARM AV GRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C151397";36.480892;48.120222999999996;"Left Upper Quadrant of Abdomen";52
"CAROTID ARTERY ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168176";44.42407;71.85601750000001;"Coronary Artery Aneurysm";81
"EXPLORATORY LAPAROTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51779";57.611935;89.40298375;"Exploratory Laparotomy";100
"ACOM ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26693";29.508924;64.377231;"ANEURYSM";76
"RT MCA STROKE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3390";26.280478;65.0701195;"Stroke/CVA";78
"PANCREATIC TRANSPLANT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26727";32.827454;59.2068635;"Complication of Transplant";68
"ALTERED MENTAL STATUS ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121628";57.978275;89.49456875;"Altered Mental Status";100
"COIL ABDOMINAL ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27000";43.707035;76.92675875;"Abdominal Aortic Aneurysm";88
"INTRAMURAL HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C139157";32.47486;47.868715;"INTRAMURAL PLAQUE";53
"NON HEALING ULCERS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3426";35.249176;46.312294;"Ulcers";50
"BILIARY SLUDGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121868";31.315315;59.57882875;"Gallbladder Sludge";69
"PYELONE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C161957";20.81723;58.4543075;"CYCLONE";71
"OSTEORADIONECROSIS OF MANDIBLE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C63707";36.977993;65.49449824999999;"Osteoradionecrosis";75
"INTRACTABLE NAUSEA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9487";32.449196;51.612299;"Intractable Epilepsy";58
"O LINE SEPSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143827";30.249275;55.56231875;"Sepsis, CTCAE";64
"ANEURSYM HEAD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26693";25.820309;56.70507725;"ANEURYSM";67
"BILATERAL LOWER EXTEMITY FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27002";54.604515;74.40112875;"Lower Extremity Fracture";81
"AROTIC STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50462";35.335228;67.33380700000001;"Aortic Valve Stenosis";78
"G";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101765";18.820911;26.45522775;"B3GAT1";29
"TUBE FELL OUT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12403";30.00275;57.7506875;"FALLOPIAN TUBE";67
"RENAL ARTERIOGRAN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28315";42.932247;72.98306175;"Normal Renal Arteriogram";83
"ANEURYSM OF LOWER EXTREMITIES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102039";42.240997;69.06024925;"AIMS - Lower Extremities";78
"KIDNEY LESION LEFT SIDE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34006";35.219112;57.554778;"Left Kidney";65
"REPAIR ASCENDING AORTA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";51.50588;73.62647;"ASCENDING AORTA";81
"INFECTED RIGHT ANKLE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100615";35.335896;62.083974;"MNSI - Right Ankle Reflexes";71
"THROMBECTOMY W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52003";39.665974;78.9164935;"Thrombectomy";92
"C ARM UPPER AV GRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32141";40.04309;56.5107725;"Upper Arm";62
"FOURNIER GANGRENE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50573";31.081373;55.770343249999996;"Gangrene";64
"BRBPR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84408";18.765594;54.9413985;"TRBP";67
"LUDWIGS ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66911";25.414438;52.8536095;"UNSTABLE ANGINA";62
"EXPANDING HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50579";27.058256;53.264564;"HEMATOMA";62
"RED0";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48326";16.28328;68.57082;"RED";86
"RECTAL SHEATH HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115788";32.489822;58.3724555;"Subcapsular Renal Hematoma";67
"ATRIAL FLUTTER ABLATION   BIVENTRICULAR ICD IMPLANTATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80433";45.642998;51.9107495;"ABLATION, VENTRICULAR";54
"GAIT DISTURBANCE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143496";52.408836;88.102209;"Gait Disturbance";100
"LEFT PLEURO EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";34.850258;67.2125645;"Pleural Effusion";78
"BLEEDING AV FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C36192";43.02314;62.505785;"AV Fistula";69
"SKIN LAXITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C29970";18.705975;51.92649375;"SKI-Like";63
"ALTERED MANTAL STATUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121628";57.20954;85.552385;"Altered Mental Status";95
"LEFT HEEL ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111717";31.662815;61.16570375;"Feel Left Out";71
"KIDNEY LACERATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23349";31.828648;58.207162;"Murine Kidney";67
"PERICARDIAL CONSTRICTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51568";37.690334;59.6725835;"Pericardial Biopsy";67
"STATUS POST JUMP FROM MOVING VEHICLE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23718";33.290916;43.572729;"Murine Seminal Vesicles";47
"ESOPHAGEAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35490";183.12874;120.782185;"Esophageal Mass";100
"TRANCHEAL BRONCHIAL MALACIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23174";40.930187;52.98254675;"Murine Branchial Cleft";57
"TACCHYCARDIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38029";24.221973;78.05549325;"Tachycardia";96
"RULE OUT TIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C138178";42.246128;48.061532;"Rule";50
"L INTERCRANIAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5114";22.489487;55.87237175;"Intracranial Cancer";67
"POLYSUBSTANCE AABUSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C1816";29.345417;70.33635425;"Substance of Abuse";84
"LEFT URETER TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3427";39.3845;75.846125;"Tumor of Ureter";88
"INTRAABDOMINAL BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23426";37.285;66.32124999999999;"Intraabdominal";76
"EXP LAP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122027";29.672623;52.41815575;"Lap";60
"POST ST ELEVATION MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50540";53.03215;69.5080375;"ST ELEVATION";75
"O TOOTH INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143878";38.68022;80.170055;"Tooth Infection";94
"FX ANKLE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32078";22.93879;63.4846975;"Ankle";77
"HEPATIC ENCEEPHALOPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C79596";42.009403;84.00235075;"Hepatic Encephalopathy";98
"PANCRATITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3306";30.81468;79.70367;"Pancreatitis";96
"NECROTIC TOES AND ULCERS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16897";30.769604;56.442401000000004;"Necrotic Process";65
"RLL PNEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";26.847857;68.21196425;"Pneumonia";82
"IVC THROMBOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114397";26.703787;68.92594675;"thrombosis";83
"PANCREAS TRANSPLANT REJECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28215";35.838913;53.95972825;"Transplanted Pancreas Complication";60
"PNEUMONIA R";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";26.847857;74.21196425;"Pneumonia";90
"ASTHMA ATTACK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28397";25.096973;53.52424325;"Asthma";63
"SPONDYLOLITHESIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35033";34.666866;81.4167165;"Spondylolisthesis";97
"PNEUMOPERITONEUM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99012";36.977993;84.24449824999999;"Pneumoperitoneum";100
"PACER LEAD EXTRACTION W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80437";44.35646;70.33911499999999;"Lead Extraction";79
"PUMP STANDY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50128";30.102983;47.27574575;"Pump";53
"RECURRENT CANCER ABDOMINAL SUTURE LINE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C124642";43.390514;51.3476285;"Supernumerary Cranial Sutures";54
"DENS FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;64.36375325;"Bone Fracture";77
"INFECTED AXILLO FEMORAL GRAFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154776";35.297935;44.82448375;"Deep Femoral Vein";48
"GI PROBLEM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C107210";25.93169;56.7329225;"Other Problems";67
"ESOPHAGEAL VARICIES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78282";44.46779;67.3669475;"Esophageal Varices Hemorrhage";75
"KIDNEY LESION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12415";32.509068;60.627267;"Kidney, NOS";70
"L2 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27336";43.469765;52.86744125;"Lumbar Vertebral Fracture L2";56
"BIPOLAR PHEUMONIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13154";34.092216;66.273054;"Bipolar Neuron";77
"AORTIC VAVLE DISORDER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78650";48.06208;83.26552;"Aortic Valve Disorder";95
"STATUS POST BRONCH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;65.194996;"Status Post";76
"BRONCHIAL ASTHMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25222";27.74574;60.936435;"Bronchial";72
"SEPTIC THROMBOPHLEBITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C97784";38.32379;34.3309475;"SEPTIN6";33
"TUBE FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12500";31.321854;55.8304635;"Auditory Tube";64
"RENAL ARTERY THROMBOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C123222";54.6035;88.650875;"Renal Artery Thrombosis";100
"MULTIPLE ARRYTHMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111330";31.718395;55.17959875;"Ventricular Arrhythmias";63
"FOR AVR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C135389";34.26769;49.816922500000004;"LEAD aVR-DORSAL";55
"POLYP ADENOMATOUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C96479";51.3619;76.590475;"Colon Adenomatous Polyp";85
"STATUS POST MVC R SUBARACHNOID BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38297";33.5695;51.892375;"Subarachnoid Route of Administration";58
"RIGHT LOWER LOBE LUNG CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33022";68.64885;86.9122125;"LUNG, RIGHT LOWER LOBE";93
"AORTIC INTRAMURAL HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";33.45702;45.114255;"Aortic Root";49
"ILIAC STENTING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32765";33.929344;48.232336000000004;"Iliac";53
"VFIB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50799";23.565014;80.8912535;"VFib";100
"THROMBOCTOPENIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3408";43.99516;83.74879;"Thrombocytopenia";97
"CVID";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C172128";19.564857;47.64121425;"COVID Toes";57
"BACTERMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C64469";35.1042;79.27605;"Bacteria";94
"ANAL CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C133762";124.45654;75.364135;"Anal Cancer TNM Finding v8";59
"ATRIAL STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115597";32.73063;51.6826575;"Meeting Material";58
"HYPERLIPIDEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143221";32.860817;83.21520425;"Hyperlipidemia";100
"O SUBARACHNOID HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50757";46.980957;83.74523925;"Subarachnoid Hemorrhage";96
"CNS INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26726";26.022936;68.005734;"INFECTION";82
"SEVERE 3VESSELS DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3472";29.975609;45.74390225;"severe combined immunodeficiency disease";51
"THORACIC AORTIC ANEURSYM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27001";61.612305;87.40307625;"Thoracic Aortic Aneurysm";96
"HX OF BILE LEAK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5848";25.487556;49.121889;"Leiomyosarcoma of Bile Duct";57
"HICKMAN LINE INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67448";28.778639;49.19465975;"Infection Dose";56
"SBP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52267";18.667318;79.6668295;"SBP";100
"LEEFT BASAL GANGLIA BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23381";49.976288;63.494072;"Basal Ganglia";68
"CHANGES IN MENTAL STATUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157435";65.4772;86.1193;"Mental Status Changes";93
"STATUS POST FALLS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;67.444996;"Status Post";79
"CERVICAL FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C58382";25.382385;64.09559625;"Fracture, CTCAE";77
"STATUS POST BOATING ACCIDENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;50.194996;"Status Post";56
"SDH BILATERAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13332";25.359886;67.8399715;"BILATERAL";82
"PACEMAKER PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80434";51.81458;87.953645;"Pacemaker Placement";100
"LEAD MALFUNCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99923";28.901302;57.4753255;"DEFIBRILLATION MALFUNCTION";67
"MITRAL VALVE REPLACEMENT WITH TVR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;77.921008;"MITRAL VALVE REPLACEMENT";84
"EXCISION OF STERNUM ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51767";40.872505;70.21812625;"Excision of Skin";80
"TB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C14446";29.512447;44.87811175;"TB/Orl";50
"COARCTATION OF DESCENDING AORTA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84567";67.0014;75.25035;"Coarctation of Aorta";78
"DISTAL ARCH REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53610";28.221033;55.80525825;"REPLACEMENT";65
"AORTA TO SUBCLAVIAN BYPASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33643";34.948986;61.2372465;"ARTERY, SUBCLAVIAN";70
"BIVENTRICULAR IMPLANTABLE CARDIOVERTER DEFIBRILLATOR PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80435";122.98608;95.99652;"Implantable Cardioverter-Defibrillator Placement";87
"GOITER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26785";21.177036;80.294259;"Goiter";100
"PERSISTENT ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C124570";28.181808;62.545452;"PERSISTENT";74
"PROBABLE PCP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53259";37.384624;52.096156;"Probably Related";57
